Recency,Frequency,Monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,Segment
23,1,156.19,5,3,4,534,관심 고객
37,1,1930.34,4,3,5,435,충성 고객
28,1,118.65,5,3,3,533,잠재적 충성고객
58,1,76.15,4,3,2,432,잠재적 충성고객
129,1,218.93,1,3,4,134,이탈 위험 고객
25,1,136.79,5,3,3,533,잠재적 충성고객
88,1,48.69,3,3,1,331,이탈 위험 고객
63,1,144.88,3,3,3,333,잠재적 충성고객
103,1,327.51,2,3,5,235,이탈 위험 고객
86,1,122.21,3,3,3,333,잠재적 충성고객
315,1,208.09,1,3,4,134,이탈 위험 고객
128,1,104.62,1,3,3,133,이탈 위험 고객
65,1,47.53,3,3,1,331,이탈 위험 고객
67,1,286.11,3,3,5,335,충성 고객
126,1,35.75,1,3,1,131,이탈 고객
21,1,63.42,5,3,2,532,잠재적 충성고객
133,1,82.72,1,3,2,132,이탈 고객
90,1,197.23,2,3,4,234,이탈 위험 고객
34,1,103.28,4,3,3,433,잠재적 충성고객
157,1,99.11,1,3,3,133,이탈 위험 고객
22,1,284.66,5,3,5,535,관심 고객
83,1,48.22,3,3,1,331,이탈 위험 고객
56,1,100.86,4,3,3,433,잠재적 충성고객
115,1,98.97,2,3,3,233,이탈 고객
32,1,166.81,4,3,4,434,관심 고객
73,1,594.84,3,3,5,335,충성 고객
113,1,21.39,2,3,1,231,이탈 위험 고객
108,1,117.96,2,3,3,233,이탈 고객
23,1,227.74,5,3,4,534,관심 고객
121,1,89.54,1,3,2,132,이탈 고객
26,2,344.13,5,5,5,555,충성 고객
132,1,52.69,1,3,1,131,이탈 고객
116,1,20.29,2,3,1,231,이탈 위험 고객
68,1,203.91,3,3,4,334,관심 고객
112,1,40.96,2,3,1,231,이탈 위험 고객
119,1,56.39,1,3,1,131,이탈 고객
92,1,178.2,2,3,4,234,이탈 위험 고객
127,1,40.13,1,3,1,131,이탈 고객
88,1,114.57,3,3,3,333,잠재적 충성고객
134,1,64.31,1,3,2,132,이탈 고객
96,1,316.98,2,3,5,235,이탈 위험 고객
119,1,77.97,1,3,2,132,이탈 고객
117,1,138.62,2,3,3,233,이탈 고객
23,1,64.51,5,3,2,532,잠재적 충성고객
47,1,200.33,4,3,4,434,관심 고객
138,1,216.18,1,3,4,134,이탈 위험 고객
119,1,87.94,1,3,2,132,이탈 고객
102,1,39.23,2,3,1,231,이탈 위험 고객
44,1,26.39,4,3,1,431,잠재적 충성고객
127,1,347.28,1,3,5,135,이탈 위험 고객
108,1,199.12,2,3,4,234,이탈 위험 고객
63,1,87.63,3,3,2,332,이탈 고객
21,1,174.19,5,3,4,534,관심 고객
72,1,47.41,3,3,1,331,이탈 위험 고객
78,1,168.14,3,3,4,334,관심 고객
83,1,135.62,3,3,3,333,잠재적 충성고객
19,1,193.64,5,3,4,534,관심 고객
80,1,21.84,3,3,1,331,이탈 위험 고객
106,1,173.88,2,3,4,234,이탈 위험 고객
52,1,190.22,4,3,4,434,관심 고객
11,1,40.15,5,3,1,531,잠재적 충성고객
143,1,251.17,1,3,4,134,이탈 위험 고객
78,1,70.49,3,3,2,332,이탈 고객
12,1,51.17,5,3,1,531,잠재적 충성고객
54,1,42.86,4,3,1,431,잠재적 충성고객
69,1,41.28,3,3,1,331,이탈 위험 고객
9,1,60.05,5,3,2,532,잠재적 충성고객
123,1,70.53,1,3,2,132,이탈 고객
134,1,110.0,1,3,3,133,이탈 위험 고객
53,1,47.1,4,3,1,431,잠재적 충성고객
59,1,79.53,4,3,2,432,잠재적 충성고객
16,1,265.96,5,3,5,535,관심 고객
130,1,84.36,1,3,2,132,이탈 고객
26,1,225.6,5,3,4,534,관심 고객
40,1,224.57,4,3,4,434,관심 고객
27,1,102.53,5,3,3,533,잠재적 충성고객
8,1,103.93,5,3,3,533,잠재적 충성고객
76,1,170.68,3,3,4,334,관심 고객
113,1,58.13,2,3,1,231,이탈 위험 고객
16,1,24.88,5,3,1,531,잠재적 충성고객
37,1,109.35,4,3,3,433,잠재적 충성고객
22,1,237.46,5,3,4,534,관심 고객
63,1,318.04,3,3,5,335,충성 고객
84,1,65.87,3,3,2,332,이탈 고객
28,1,134.81,5,3,3,533,잠재적 충성고객
56,1,203.23,4,3,4,434,관심 고객
76,1,53.42,3,3,1,331,이탈 위험 고객
107,1,38.13,2,3,1,231,이탈 위험 고객
66,1,171.22,3,3,4,334,관심 고객
25,1,95.13,5,3,2,532,잠재적 충성고객
144,1,145.75,1,3,3,133,이탈 위험 고객
59,1,54.0,4,3,1,431,잠재적 충성고객
22,1,29.98,5,3,1,531,잠재적 충성고객
28,1,105.67,5,3,3,533,잠재적 충성고객
113,1,139.01,2,3,3,233,이탈 고객
40,1,89.16,4,3,2,432,잠재적 충성고객
153,1,173.25,1,3,4,134,이탈 위험 고객
111,1,89.61,2,3,2,232,이탈 고객
36,1,108.33,4,3,3,433,잠재적 충성고객
115,1,166.96,2,3,4,234,이탈 위험 고객
93,1,1458.51,2,3,5,235,이탈 위험 고객
9,1,66.61,5,3,2,532,잠재적 충성고객
22,1,979.98,5,3,5,535,관심 고객
140,1,62.56,1,3,2,132,이탈 고객
24,1,197.85,5,3,4,534,관심 고객
120,1,213.73,1,3,4,134,이탈 위험 고객
24,1,804.96,5,3,5,535,관심 고객
121,1,37.38,1,3,1,131,이탈 고객
114,1,152.72,2,3,4,234,이탈 위험 고객
37,2,529.61,4,5,5,455,충성 고객
130,1,83.75,1,3,2,132,이탈 고객
106,1,103.47,2,3,3,233,이탈 고객
120,1,133.16,1,3,3,133,이탈 위험 고객
150,1,292.38,1,3,5,135,이탈 위험 고객
141,1,190.94,1,3,4,134,이탈 위험 고객
113,1,393.29,2,3,5,235,이탈 위험 고객
107,1,119.44,2,3,3,233,이탈 고객
69,1,48.3,3,3,1,331,이탈 위험 고객
72,1,602.88,3,3,5,335,충성 고객
96,1,77.34,2,3,2,232,이탈 고객
14,1,27.89,5,3,1,531,잠재적 충성고객
22,1,512.62,5,3,5,535,관심 고객
122,1,241.15,1,3,4,134,이탈 위험 고객
116,1,94.39,2,3,2,232,이탈 고객
100,1,74.59,2,3,2,232,이탈 고객
16,1,57.38,5,3,1,531,잠재적 충성고객
113,1,335.09,2,3,5,235,이탈 위험 고객
141,1,31.53,1,3,1,131,이탈 고객
75,1,30.7,3,3,1,331,이탈 위험 고객
39,1,180.11,4,3,4,434,관심 고객
77,1,83.47,3,3,2,332,이탈 고객
110,1,40.65,2,3,1,231,이탈 위험 고객
10,1,48.31,5,3,1,531,잠재적 충성고객
129,1,192.28,1,3,4,134,이탈 위험 고객
105,1,74.41,2,3,2,232,이탈 고객
38,1,62.11,4,3,2,432,잠재적 충성고객
12,1,166.16,5,3,4,534,관심 고객
102,1,95.34,2,3,2,232,이탈 고객
103,1,80.74,2,3,2,232,이탈 고객
61,2,148.01,3,5,3,353,잠재적 충성고객
9,1,74.51,5,3,2,532,잠재적 충성고객
32,1,115.7,4,3,3,433,잠재적 충성고객
52,1,39.42,4,3,1,431,잠재적 충성고객
91,1,903.81,2,3,5,235,이탈 위험 고객
136,1,187.11,1,3,4,134,이탈 위험 고객
8,1,122.83,5,3,3,533,잠재적 충성고객
144,1,123.53,1,3,3,133,이탈 위험 고객
32,1,276.1,4,3,5,435,충성 고객
114,1,41.22,2,3,1,231,이탈 위험 고객
98,1,185.59,2,3,4,234,이탈 위험 고객
9,1,176.99,5,3,4,534,관심 고객
84,1,69.91,3,3,2,332,이탈 고객
72,1,88.58,3,3,2,332,이탈 고객
136,1,46.09,1,3,1,131,이탈 고객
69,1,20.29,3,3,1,331,이탈 위험 고객
17,1,59.97,5,3,2,532,잠재적 충성고객
51,1,108.62,4,3,3,433,잠재적 충성고객
130,1,305.32,1,3,5,135,이탈 위험 고객
94,1,149.78,2,3,4,234,이탈 위험 고객
41,1,139.93,4,3,3,433,잠재적 충성고객
38,1,181.94,4,3,4,434,관심 고객
12,1,494.62,5,3,5,535,관심 고객
22,1,84.56,5,3,2,532,잠재적 충성고객
86,1,271.32,3,3,5,335,충성 고객
11,1,28.48,5,3,1,531,잠재적 충성고객
62,1,280.81,3,3,5,335,충성 고객
5,1,30.41,5,3,1,531,잠재적 충성고객
128,1,518.22,1,3,5,135,이탈 위험 고객
104,1,117.96,2,3,3,233,이탈 고객
48,1,72.18,4,3,2,432,잠재적 충성고객
94,1,92.46,2,3,2,232,이탈 고객
35,1,29.41,4,3,1,431,잠재적 충성고객
26,1,199.26,5,3,4,534,관심 고객
59,1,99.47,4,3,3,433,잠재적 충성고객
140,1,207.25,1,3,4,134,이탈 위험 고객
15,1,68.43,5,3,2,532,잠재적 충성고객
113,1,56.77,2,3,1,231,이탈 위험 고객
39,1,99.65,4,3,3,433,잠재적 충성고객
92,1,48.21,2,3,1,231,이탈 위험 고객
133,1,52.83,1,3,1,131,이탈 고객
123,1,120.59,1,3,3,133,이탈 위험 고객
15,1,163.78,5,3,4,534,관심 고객
4,1,127.99,5,3,3,533,잠재적 충성고객
113,1,187.75,2,3,4,234,이탈 위험 고객
24,1,1480.73,5,3,5,535,관심 고객
101,1,95.34,2,3,2,232,이탈 고객
33,1,23.06,4,3,1,431,잠재적 충성고객
106,1,89.25,2,3,2,232,이탈 고객
46,1,45.97,4,3,1,431,잠재적 충성고객
57,1,200.33,4,3,4,434,관심 고객
24,1,62.11,5,3,2,532,잠재적 충성고객
2,1,73.1,5,3,2,532,잠재적 충성고객
69,1,117.9,3,3,3,333,잠재적 충성고객
88,1,130.66,3,3,3,333,잠재적 충성고객
119,1,345.44,1,3,5,135,이탈 위험 고객
29,1,176.96,5,3,4,534,관심 고객
64,1,74.1,3,3,2,332,이탈 고객
150,1,206.57,1,3,4,134,이탈 위험 고객
67,1,50.35,3,3,1,331,이탈 위험 고객
129,1,1127.29,1,3,5,135,이탈 위험 고객
45,1,149.66,4,3,4,434,관심 고객
105,1,98.44,2,3,3,233,이탈 고객
15,1,164.15,5,3,4,534,관심 고객
81,1,63.71,3,3,2,332,이탈 고객
17,1,123.33,5,3,3,533,잠재적 충성고객
74,1,198.62,3,3,4,334,관심 고객
115,1,58.82,2,3,2,232,이탈 고객
80,1,42.36,3,3,1,331,이탈 위험 고객
7,1,116.38,5,3,3,533,잠재적 충성고객
117,1,35.38,2,3,1,231,이탈 위험 고객
29,1,63.31,5,3,2,532,잠재적 충성고객
104,1,27.23,2,3,1,231,이탈 위험 고객
44,1,554.4,4,3,5,435,충성 고객
34,1,73.05,4,3,2,432,잠재적 충성고객
22,1,173.67,5,3,4,534,관심 고객
105,1,195.12,2,3,4,234,이탈 위험 고객
70,1,93.19,3,3,2,332,이탈 고객
28,1,124.56,5,3,3,533,잠재적 충성고객
42,1,308.12,4,3,5,435,충성 고객
111,1,180.67,2,3,4,234,이탈 위험 고객
128,1,84.13,1,3,2,132,이탈 고객
10,2,363.74,5,5,5,555,충성 고객
16,1,101.73,5,3,3,533,잠재적 충성고객
60,1,140.53,3,3,3,333,잠재적 충성고객
130,1,536.26,1,3,5,135,이탈 위험 고객
22,1,200.35,5,3,4,534,관심 고객
128,1,83.57,1,3,2,132,이탈 고객
85,1,221.08,3,3,4,334,관심 고객
107,1,175.98,2,3,4,234,이탈 위험 고객
127,1,150.6,1,3,4,134,이탈 위험 고객
91,1,300.22,2,3,5,235,이탈 위험 고객
35,1,77.21,4,3,2,432,잠재적 충성고객
86,1,64.52,3,3,2,332,이탈 고객
17,1,68.35,5,3,2,532,잠재적 충성고객
113,1,38.13,2,3,1,231,이탈 위험 고객
30,1,89.3,5,3,2,532,잠재적 충성고객
81,1,115.25,3,3,3,333,잠재적 충성고객
91,1,103.14,2,3,3,233,이탈 고객
29,1,378.0,5,3,5,535,관심 고객
62,1,48.3,3,3,1,331,이탈 위험 고객
76,1,74.36,3,3,2,332,이탈 고객
104,1,1052.14,2,3,5,235,이탈 위험 고객
87,1,63.44,3,3,2,332,이탈 고객
70,1,96.65,3,3,2,332,이탈 고객
128,1,144.31,1,3,3,133,이탈 위험 고객
160,1,581.48,1,3,5,135,이탈 위험 고객
117,1,75.46,2,3,2,232,이탈 고객
117,1,162.6,2,3,4,234,이탈 위험 고객
140,1,103.32,1,3,3,133,이탈 위험 고객
9,1,73.19,5,3,2,532,잠재적 충성고객
77,1,895.8000000000001,3,3,5,335,충성 고객
23,1,689.22,5,3,5,535,관심 고객
85,1,146.36,3,3,3,333,잠재적 충성고객
122,1,44.29,1,3,1,131,이탈 고객
85,1,42.39,3,3,1,331,이탈 위험 고객
103,1,82.39,2,3,2,232,이탈 고객
41,1,29.4,4,3,1,431,잠재적 충성고객
107,1,264.59,2,3,5,235,이탈 위험 고객
32,1,37.37,4,3,1,431,잠재적 충성고객
74,1,39.19,3,3,1,331,이탈 위험 고객
116,1,99.9,2,3,3,233,이탈 고객
51,1,37.94,4,3,1,431,잠재적 충성고객
116,1,199.0,2,3,4,234,이탈 위험 고객
66,1,256.59,3,3,5,335,충성 고객
89,1,52.75,2,3,1,231,이탈 위험 고객
66,1,323.93,3,3,5,335,충성 고객
110,1,188.27,2,3,4,234,이탈 위험 고객
23,1,57.98,5,3,1,531,잠재적 충성고객
39,1,195.54,4,3,4,434,관심 고객
39,1,129.3,4,3,3,433,잠재적 충성고객
13,1,91.03,5,3,2,532,잠재적 충성고객
121,1,97.45,1,3,2,132,이탈 고객
75,1,52.93,3,3,1,331,이탈 위험 고객
141,1,114.32,1,3,3,133,이탈 위험 고객
47,1,93.19,4,3,2,432,잠재적 충성고객
50,1,92.30000000000001,4,3,2,432,잠재적 충성고객
48,1,36.82,4,3,1,431,잠재적 충성고객
38,1,55.97,4,3,1,431,잠재적 충성고객
114,1,58.22,2,3,1,231,이탈 위험 고객
103,1,110.02,2,3,3,233,이탈 고객
156,1,917.73,1,3,5,135,이탈 위험 고객
11,1,68.66,5,3,2,532,잠재적 충성고객
61,1,168.5,3,3,4,334,관심 고객
21,1,31.22,5,3,1,531,잠재적 충성고객
85,1,61.78,3,3,2,332,이탈 고객
14,1,186.1,5,3,4,534,관심 고객
20,1,218.19,5,3,4,534,관심 고객
10,2,150.75,5,5,4,554,충성 고객
15,1,70.6,5,3,2,532,잠재적 충성고객
107,1,82.83,2,3,2,232,이탈 고객
3,1,20.27,5,3,1,531,잠재적 충성고객
9,1,147.14,5,3,3,533,잠재적 충성고객
115,1,47.94,2,3,1,231,이탈 위험 고객
133,1,20.78,1,3,1,131,이탈 고객
134,1,215.6,1,3,4,134,이탈 위험 고객
94,1,48.61,2,3,1,231,이탈 위험 고객
57,1,52.47,4,3,1,431,잠재적 충성고객
106,1,123.18,2,3,3,233,이탈 고객
114,1,159.6,2,3,4,234,이탈 위험 고객
157,1,84.92,1,3,2,132,이탈 고객
83,1,254.12,3,3,5,335,충성 고객
63,1,84.78,3,3,2,332,이탈 고객
83,1,948.5999999999999,3,3,5,335,충성 고객
43,1,1091.52,4,3,5,435,충성 고객
92,1,357.9,2,3,5,235,이탈 위험 고객
30,1,167.96,5,3,4,534,관심 고객
107,1,106.6,2,3,3,233,이탈 고객
54,1,73.71,4,3,2,432,잠재적 충성고객
23,1,350.68,5,3,5,535,관심 고객
113,1,1703.64,2,3,5,235,이탈 위험 고객
24,1,91.69,5,3,2,532,잠재적 충성고객
137,1,38.13,1,3,1,131,이탈 고객
36,1,127.41,4,3,3,433,잠재적 충성고객
114,1,136.79,2,3,3,233,이탈 고객
105,1,108.92,2,3,3,233,이탈 고객
81,1,128.68,3,3,3,333,잠재적 충성고객
129,1,198.8,1,3,4,134,이탈 위험 고객
59,1,52.13,4,3,1,431,잠재적 충성고객
12,1,160.64,5,3,4,534,관심 고객
120,1,161.45,1,3,4,134,이탈 위험 고객
44,1,161.9,4,3,4,434,관심 고객
106,1,87.24,2,3,2,232,이탈 고객
7,1,158.74,5,3,4,534,관심 고객
150,1,41.96,1,3,1,131,이탈 고객
25,1,60.6,5,3,2,532,잠재적 충성고객
87,1,147.98,3,3,3,333,잠재적 충성고객
9,1,49.58,5,3,1,531,잠재적 충성고객
38,1,15.38,4,3,1,431,잠재적 충성고객
20,1,74.64,5,3,2,532,잠재적 충성고객
37,1,515.52,4,3,5,435,충성 고객
65,1,148.17,3,3,3,333,잠재적 충성고객
70,1,54.87,3,3,1,331,이탈 위험 고객
124,1,26.38,1,3,1,131,이탈 고객
45,1,67.44,4,3,2,432,잠재적 충성고객
14,1,282.94,5,3,5,535,관심 고객
92,1,155.77,2,3,4,234,이탈 위험 고객
113,1,99.9,2,3,3,233,이탈 고객
9,1,26.39,5,3,1,531,잠재적 충성고객
20,1,67.44,5,3,2,532,잠재적 충성고객
20,1,493.51,5,3,5,535,관심 고객
118,1,340.12,1,3,5,135,이탈 위험 고객
79,1,161.52,3,3,4,334,관심 고객
94,1,134.79,2,3,3,233,이탈 고객
121,1,542.48,1,3,5,135,이탈 위험 고객
70,1,152.84,3,3,4,334,관심 고객
138,1,90.75,1,3,2,132,이탈 고객
51,1,27.39,4,3,1,431,잠재적 충성고객
44,1,154.15,4,3,4,434,관심 고객
108,1,144.9,2,3,3,233,이탈 고객
45,1,36.06,4,3,1,431,잠재적 충성고객
32,1,495.4,4,3,5,435,충성 고객
76,1,115.65,3,3,3,333,잠재적 충성고객
121,1,120.09,1,3,3,133,이탈 위험 고객
114,1,324.63,2,3,5,235,이탈 위험 고객
22,1,186.1,5,3,4,534,관심 고객
86,1,200.04,3,3,4,334,관심 고객
29,1,109.4,5,3,3,533,잠재적 충성고객
97,1,102.98,2,3,3,233,이탈 고객
29,1,309.62,5,3,5,535,관심 고객
84,1,86.19,3,3,2,332,이탈 고객
100,1,52.39,2,3,1,231,이탈 위험 고객
90,1,38.37,2,3,1,231,이탈 위험 고객
98,1,1349.16,2,3,5,235,이탈 위험 고객
37,1,77.14,4,3,2,432,잠재적 충성고객
59,1,109.5,4,3,3,433,잠재적 충성고객
26,1,44.0,5,3,1,531,잠재적 충성고객
124,1,405.26,1,3,5,135,이탈 위험 고객
71,1,119.06,3,3,3,333,잠재적 충성고객
114,1,108.59,2,3,3,233,이탈 고객
105,1,130.2,2,3,3,233,이탈 고객
38,1,105.32,4,3,3,433,잠재적 충성고객
38,1,702.41,4,3,5,435,충성 고객
15,1,42.86,5,3,1,531,잠재적 충성고객
74,1,306.26,3,3,5,335,충성 고객
37,1,97.32,4,3,2,432,잠재적 충성고객
111,1,51.42,2,3,1,231,이탈 위험 고객
30,1,107.12,5,3,3,533,잠재적 충성고객
19,1,347.41,5,3,5,535,관심 고객
77,2,589.02,3,5,5,355,충성 고객
118,1,102.13,1,3,3,133,이탈 위험 고객
28,1,32.7,5,3,1,531,잠재적 충성고객
57,1,97.36,4,3,2,432,잠재적 충성고객
86,1,37.28,3,3,1,331,이탈 위험 고객
29,1,78.5,5,3,2,532,잠재적 충성고객
55,1,1953.1499999999999,4,3,5,435,충성 고객
80,1,26.39,3,3,1,331,이탈 위험 고객
36,2,113.78999999999999,4,5,3,453,잠재적 충성고객
128,1,87.94,1,3,2,132,이탈 고객
43,1,134.53,4,3,3,433,잠재적 충성고객
13,1,68.05,5,3,2,532,잠재적 충성고객
110,1,116.76,2,3,3,233,이탈 고객
16,1,142.99,5,3,3,533,잠재적 충성고객
92,1,201.74,2,3,4,234,이탈 위험 고객
98,1,59.22,2,3,2,232,이탈 고객
157,1,1025.71,1,3,5,135,이탈 위험 고객
6,1,70.98,5,3,2,532,잠재적 충성고객
105,1,149.2,2,3,4,234,이탈 위험 고객
79,1,828.65,3,3,5,335,충성 고객
39,1,584.33,4,3,5,435,충성 고객
10,1,97.65,5,3,3,533,잠재적 충성고객
29,1,206.17,5,3,4,534,관심 고객
120,1,39.19,1,3,1,131,이탈 고객
17,1,128.34,5,3,3,533,잠재적 충성고객
105,1,71.78,2,3,2,232,이탈 고객
38,1,175.06,4,3,4,434,관심 고객
115,1,239.41,2,3,4,234,이탈 위험 고객
116,1,232.88,2,3,4,234,이탈 위험 고객
115,1,471.84,2,3,5,235,이탈 위험 고객
136,1,433.08,1,3,5,135,이탈 위험 고객
28,1,419.48,5,3,5,535,관심 고객
114,1,117.96,2,3,3,233,이탈 고객
137,1,129.64,1,3,3,133,이탈 위험 고객
46,1,127.46,4,3,3,433,잠재적 충성고객
115,1,201.96,2,3,4,234,이탈 위험 고객
106,1,22.38,2,3,1,231,이탈 위험 고객
2,1,61.29,5,3,2,532,잠재적 충성고객
113,1,550.51,2,3,5,235,이탈 위험 고객
86,1,32.05,3,3,1,331,이탈 위험 고객
104,1,112.02,2,3,3,233,이탈 고객
132,1,268.24,1,3,5,135,이탈 위험 고객
22,1,339.67,5,3,5,535,관심 고객
29,1,46.2,5,3,1,531,잠재적 충성고객
115,1,85.27,2,3,2,232,이탈 고객
77,1,217.48,3,3,4,334,관심 고객
48,1,958.44,4,3,5,435,충성 고객
70,1,128.72,3,3,3,333,잠재적 충성고객
69,1,349.49,3,3,5,335,충성 고객
34,1,37.47,4,3,1,431,잠재적 충성고객
83,1,152.02,3,3,4,334,관심 고객
130,1,88.31,1,3,2,132,이탈 고객
81,1,31.38,3,3,1,331,이탈 위험 고객
35,1,102.08,4,3,3,433,잠재적 충성고객
121,1,99.9,1,3,3,133,이탈 위험 고객
120,1,149.87,1,3,4,134,이탈 위험 고객
126,1,99.9,1,3,3,133,이탈 위험 고객
130,1,54.04,1,3,1,131,이탈 고객
79,1,21.39,3,3,1,331,이탈 위험 고객
77,1,27.4,3,3,1,331,이탈 위험 고객
119,1,149.86,1,3,4,134,이탈 위험 고객
119,1,153.49,1,3,4,134,이탈 위험 고객
48,1,817.56,4,3,5,435,충성 고객
17,1,335.32,5,3,5,535,관심 고객
123,1,158.94,1,3,4,134,이탈 위험 고객
136,1,31.73,1,3,1,131,이탈 고객
28,1,143.46,5,3,3,533,잠재적 충성고객
99,1,47.75,2,3,1,231,이탈 위험 고객
138,1,82.75,1,3,2,132,이탈 고객
64,1,380.22,3,3,5,335,충성 고객
54,1,165.34,4,3,4,434,관심 고객
51,1,73.61,4,3,2,432,잠재적 충성고객
90,1,169.82,2,3,4,234,이탈 위험 고객
71,1,99.8,3,3,3,333,잠재적 충성고객
114,1,32.46,2,3,1,231,이탈 위험 고객
81,1,575.92,3,3,5,335,충성 고객
40,1,155.0,4,3,4,434,관심 고객
18,1,532.56,5,3,5,535,관심 고객
114,1,812.64,2,3,5,235,이탈 위험 고객
25,1,118.35,5,3,3,533,잠재적 충성고객
101,1,269.28,2,3,5,235,이탈 위험 고객
64,1,488.6,3,3,5,335,충성 고객
71,1,240.08,3,3,4,334,관심 고객
52,1,54.25,4,3,1,431,잠재적 충성고객
23,1,67.11,5,3,2,532,잠재적 충성고객
113,1,163.44,2,3,4,234,이탈 위험 고객
29,1,45.3,5,3,1,531,잠재적 충성고객
97,1,162.16,2,3,4,234,이탈 위험 고객
91,1,571.96,2,3,5,235,이탈 위험 고객
123,1,327.04,1,3,5,135,이탈 위험 고객
65,1,557.76,3,3,5,335,충성 고객
145,1,157.45,1,3,4,134,이탈 위험 고객
23,1,123.68,5,3,3,533,잠재적 충성고객
45,1,158.98,4,3,4,434,관심 고객
57,1,373.32,4,3,5,435,충성 고객
88,1,97.85,3,3,3,333,잠재적 충성고객
57,1,43.49,4,3,1,431,잠재적 충성고객
84,1,108.68,3,3,3,333,잠재적 충성고객
87,1,223.89,3,3,4,334,관심 고객
133,1,43.22,1,3,1,131,이탈 고객
137,1,123.37,1,3,3,133,이탈 위험 고객
109,1,80.31,2,3,2,232,이탈 고객
39,1,119.77,4,3,3,433,잠재적 충성고객
84,1,138.62,3,3,3,333,잠재적 충성고객
139,1,173.59,1,3,4,134,이탈 위험 고객
102,1,107.2,2,3,3,233,이탈 고객
10,1,56.37,5,3,1,531,잠재적 충성고객
123,1,53.22,1,3,1,131,이탈 고객
29,1,78.62,5,3,2,532,잠재적 충성고객
11,1,84.54,5,3,2,532,잠재적 충성고객
14,1,94.74,5,3,2,532,잠재적 충성고객
49,1,57.65,4,3,1,431,잠재적 충성고객
119,1,79.29,1,3,2,132,이탈 고객
66,1,59.99,3,3,2,332,이탈 고객
86,1,48.97,3,3,1,331,이탈 위험 고객
84,1,106.15,3,3,3,333,잠재적 충성고객
76,1,52.85,3,3,1,331,이탈 위험 고객
111,1,125.44,2,3,3,233,이탈 고객
81,1,200.23,3,3,4,334,관심 고객
89,1,72.92,2,3,2,232,이탈 고객
31,1,782.19,4,3,5,435,충성 고객
238,1,180.5,1,3,4,134,이탈 위험 고객
73,1,67.43,3,3,2,332,이탈 고객
138,1,157.78,1,3,4,134,이탈 위험 고객
75,1,63.92,3,3,2,332,이탈 고객
25,1,36.02,5,3,1,531,잠재적 충성고객
76,1,1016.32,3,3,5,335,충성 고객
114,1,65.42,2,3,2,232,이탈 고객
49,1,94.65,4,3,2,432,잠재적 충성고객
118,1,110.0,1,3,3,133,이탈 위험 고객
65,1,197.01,3,3,4,334,관심 고객
10,1,255.58,5,3,5,535,관심 고객
57,1,115.0,4,3,3,433,잠재적 충성고객
55,1,111.89,4,3,3,433,잠재적 충성고객
119,1,412.68,1,3,5,135,이탈 위험 고객
28,1,211.83,5,3,4,534,관심 고객
117,1,847.56,2,3,5,235,이탈 위험 고객
87,1,162.41,3,3,4,334,관심 고객
67,1,164.54,3,3,4,334,관심 고객
144,1,103.04,1,3,3,133,이탈 위험 고객
26,1,604.73,5,3,5,535,관심 고객
103,1,411.33,2,3,5,235,이탈 위험 고객
102,1,35.77,2,3,1,231,이탈 위험 고객
90,1,738.2,2,3,5,235,이탈 위험 고객
77,1,32.23,3,3,1,331,이탈 위험 고객
127,1,138.17,1,3,3,133,이탈 위험 고객
126,1,237.54,1,3,4,134,이탈 위험 고객
63,1,167.24,3,3,4,334,관심 고객
52,1,160.96,4,3,4,434,관심 고객
103,1,105.57,2,3,3,233,이탈 고객
121,1,201.74,1,3,4,134,이탈 위험 고객
138,1,51.13,1,3,1,131,이탈 고객
89,1,307.9,2,3,5,235,이탈 위험 고객
66,1,46.54,3,3,1,331,이탈 위험 고객
2,1,712.9,5,3,5,535,관심 고객
111,1,1886.04,2,3,5,235,이탈 위험 고객
108,1,412.42,2,3,5,235,이탈 위험 고객
128,1,23.61,1,3,1,131,이탈 고객
114,1,242.76,2,3,4,234,이탈 위험 고객
51,1,99.38,4,3,3,433,잠재적 충성고객
64,1,283.56,3,3,5,335,충성 고객
87,1,73.27,3,3,2,332,이탈 고객
25,1,52.58,5,3,1,531,잠재적 충성고객
17,1,97.45,5,3,2,532,잠재적 충성고객
86,1,92.06,3,3,2,332,이탈 고객
122,1,48.22,1,3,1,131,이탈 고객
79,1,32.65,3,3,1,331,이탈 위험 고객
13,1,35.84,5,3,1,531,잠재적 충성고객
30,1,68.48,5,3,2,532,잠재적 충성고객
82,1,108.2,3,3,3,333,잠재적 충성고객
132,1,163.41,1,3,4,134,이탈 위험 고객
91,1,38.28,2,3,1,231,이탈 위험 고객
8,1,279.11,5,3,5,535,관심 고객
19,1,375.66,5,3,5,535,관심 고객
113,1,509.36,2,3,5,235,이탈 위험 고객
22,2,68.81,5,5,2,552,잠재적 충성고객
131,1,476.73,1,3,5,135,이탈 위험 고객
115,1,118.28,2,3,3,233,이탈 고객
116,1,173.2,2,3,4,234,이탈 위험 고객
36,1,432.04,4,3,5,435,충성 고객
51,1,180.37,4,3,4,434,관심 고객
115,1,952.28,2,3,5,235,이탈 위험 고객
113,1,37.13,2,3,1,231,이탈 위험 고객
143,1,120.38,1,3,3,133,이탈 위험 고객
86,1,136.75,3,3,3,333,잠재적 충성고객
17,1,79.23,5,3,2,532,잠재적 충성고객
77,1,216.68,3,3,4,334,관심 고객
37,1,64.22,4,3,2,432,잠재적 충성고객
152,1,591.0,1,3,5,135,이탈 위험 고객
